"No.","Time","Source","Destination","Protocol","Length","Info"
"5211","133.857374","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"5212","133.872215","160.79.104.10","192.168.88.132","QUIC","95","Protected Payload (KP0)"
"5213","133.872215","160.79.104.10","192.168.88.132","QUIC","101","Protected Payload (KP0)"
"5214","133.874823","160.79.104.10","192.168.88.132","QUIC","89","Protected Payload (KP0)"
"5215","133.875060","192.168.88.132","160.79.104.10","QUIC","86","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5216","133.880863","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"5217","133.943232","160.79.104.10","192.168.88.132","QUIC","81","Protected Payload (KP0)"
"5218","133.953739","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5219","134.012778","160.79.104.10","192.168.88.132","QUIC","91","Protected Payload (KP0)"
"5220","134.013064","192.168.88.132","160.79.104.10","QUIC","88","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5221","134.061698","192.168.88.132","160.79.104.10","QUIC","83","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5222","134.079655","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"5223","134.101767","192.168.88.132","23.196.227.234","QUIC","1292","Initial, DCID=890ad2113333ed6a, PKN: 1, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING"
"5224","134.101922","192.168.88.132","23.196.227.234","QUIC","1292","Initial, DCID=890ad2113333ed6a, PKN: 2, PADDING, PING, PING, CRYPTO, PING, PING, PING, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, PADDING, PING"
"5225","134.121478","160.79.104.10","192.168.88.132","QUIC","88","Protected Payload (KP0)"
"5226","134.121478","160.79.104.10","192.168.88.132","QUIC","85","Protected Payload (KP0)"
"5227","134.123031","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5228","134.143878","160.79.104.10","192.168.88.132","QUIC","87","Protected Payload (KP0)"
"5229","134.149842","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5230","134.149979","23.196.227.234","192.168.88.132","QUIC","82","Initial, SCID=081a851d4580cf31, PKN: 1, ACK"
"5231","134.155379","23.196.227.234","192.168.88.132","QUIC","1292","Initial, SCID=081a851d4580cf31, PKN: 2, ACK, PADDING"
"5232","134.158628","23.196.227.234","192.168.88.132","QUIC","1292","Initial, SCID=081a851d4580cf31, PKN: 3, CRYPTO, PADDING"
"5233","134.158628","23.196.227.234","192.168.88.132","QUIC","304","Handshake, SCID=081a851d4580cf31"
"5234","134.159392","192.168.88.132","23.196.227.234","QUIC","165","Protected Payload (KP0), DCID=081a851d4580cf31"
"5235","134.159445","192.168.88.132","23.196.227.234","QUIC","115","Protected Payload (KP0), DCID=081a851d4580cf31"
"5236","134.166044","192.168.88.132","196.192.32.5","DNS","87","Standard query 0x2888 HTTPS browser.events.data.msn.com"
"5237","134.166260","192.168.88.132","196.192.32.5","DNS","87","Standard query 0xbd41 A browser.events.data.msn.com"
"5238","134.172787","192.168.88.132","196.192.32.5","DNS","69","Standard query 0xc0c0 HTTPS c.msn.com"
"5239","134.173107","192.168.88.132","196.192.32.5","DNS","69","Standard query 0x0c49 A c.msn.com"
"5240","134.173488","192.168.88.132","196.192.32.5","DNS","84","Standard query 0xd02f HTTPS sb.scorecardresearch.com"
"5241","134.173821","192.168.88.132","196.192.32.5","DNS","84","Standard query 0xa1df A sb.scorecardresearch.com"
"5242","134.186015","196.192.32.5","192.168.88.132","DNS","272","Standard query response 0x2888 HTTPS browser.events.data.msn.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdcus02.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"5243","134.186015","196.192.32.5","192.168.88.132","DNS","217","Standard query response 0xbd41 A browser.events.data.msn.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdcus02.centralus.cloudapp.azure.com A 20.44.10.122"
"5244","134.187101","192.168.88.132","20.44.10.122","TCP","66","58959  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5245","134.245980","192.168.88.132","196.192.32.5","DNS","74","Standard query 0x1a6a HTTPS assets.msn.com"
"5246","134.246406","192.168.88.132","196.192.32.5","DNS","74","Standard query 0x49f2 A assets.msn.com"
"5247","134.255378","192.168.88.132","23.196.227.234","QUIC","204","Protected Payload (KP0), DCID=081a851d4580cf31"
"5248","134.274634","196.192.32.5","192.168.88.132","DNS","308","Standard query response 0xc0c0 HTTPS c.msn.com CNAME c-msn-afd.trafficmanager.net CNAME idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net CNAME mr-b01.tm-azurefd.net CNAME shed.dual-low.part-0027.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"5249","134.274634","196.192.32.5","192.168.88.132","DNS","297","Standard query response 0x0c49 A c.msn.com CNAME c-msn-afd.trafficmanager.net CNAME idsyncprod-cehbcsbucqdhhgcj.b01.azurefd.net CNAME mr-b01.tm-azurefd.net CNAME shed.dual-low.part-0027.t-0009.t-msedge.net CNAME part-0027.t-0009.t-msedge.net A 13.107.246.55 A 13.107.213.55"
"5250","134.274634","196.192.32.5","192.168.88.132","DNS","165","Standard query response 0xd02f HTTPS sb.scorecardresearch.com SOA ns-905.awsdns-49.net"
"5251","134.274634","196.192.32.5","192.168.88.132","DNS","148","Standard query response 0xa1df A sb.scorecardresearch.com A 3.161.94.100 A 3.161.94.62 A 3.161.94.17 A 3.161.94.127"
"5252","134.274634","160.79.104.10","192.168.88.132","QUIC","92","Protected Payload (KP0)"
"5253","134.274634","23.196.227.234","192.168.88.132","QUIC","345","Protected Payload (KP0)"
"5254","134.274634","23.196.227.234","192.168.88.132","QUIC","105","Protected Payload (KP0)"
"5255","134.274634","23.196.227.234","192.168.88.132","QUIC","63","Protected Payload (KP0)"
"5256","134.274634","23.196.227.234","192.168.88.132","QUIC","112","Protected Payload (KP0)"
"5257","134.274634","23.196.227.234","192.168.88.132","QUIC","67","Protected Payload (KP0)"
"5258","134.275161","196.192.32.5","192.168.88.132","DNS","275","Standard query response 0x1a6a HTTPS assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net SOA n0dscr.akamai.net"
"5259","134.275161","196.192.32.5","192.168.88.132","DNS","246","Standard query response 0x49f2 A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net A 197.149.58.243 A 197.149.58.233"
"5260","134.275161","160.79.104.10","192.168.88.132","QUIC","92","Protected Payload (KP0)"
"5261","134.276359","192.168.88.132","23.196.227.234","QUIC","73","Protected Payload (KP0), DCID=081a851d4580cf31"
"5262","134.276628","192.168.88.132","23.196.227.234","QUIC","73","Protected Payload (KP0), DCID=081a851d4580cf31"
"5263","134.277401","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5264","134.278551","192.168.88.132","13.107.246.55","TCP","66","59288  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5265","134.279045","192.168.88.132","3.161.94.100","TCP","66","64280  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5266","134.279442","192.168.88.132","197.149.58.243","TCP","66","56269  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5267","134.280216","192.168.88.132","160.79.104.10","QUIC","83","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5268","134.288461","197.149.58.243","192.168.88.132","TCP","66","443  >  56269 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
"5269","134.288461","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"5270","134.288632","192.168.88.132","197.149.58.243","TCP","54","56269  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5271","134.289514","192.168.88.132","197.149.58.243","TLSv1.3","2129","Client Hello (SNI=assets.msn.com)"
"5272","134.292844","197.149.58.243","192.168.88.132","TCP","54","443  >  56269 [ACK] Seq=1 Ack=1385 Win=67072 Len=0"
"5273","134.293039","197.149.58.243","192.168.88.132","TCP","54","443  >  56269 [ACK] Seq=1 Ack=2076 Win=69888 Len=0"
"5274","134.293876","197.149.58.243","192.168.88.132","TLSv1.3","318","Server Hello, Change Cipher Spec, Application Data, Application Data"
"5275","134.294348","192.168.88.132","197.149.58.243","TLSv1.3","134","Change Cipher Spec, Application Data"
"5276","134.294550","192.168.88.132","197.149.58.243","TLSv1.3","146","Application Data"
"5277","134.294874","192.168.88.132","197.149.58.243","TLSv1.3","986","Application Data"
"5278","134.297081","197.149.58.243","192.168.88.132","TCP","54","443  >  56269 [ACK] Seq=265 Ack=2156 Win=69888 Len=0"
"5279","134.297865","197.149.58.243","192.168.88.132","TLSv1.3","365","Application Data"
"5280","134.297865","197.149.58.243","192.168.88.132","TCP","54","443  >  56269 [ACK] Seq=576 Ack=2248 Win=69888 Len=0"
"5281","134.298617","197.149.58.243","192.168.88.132","TLSv1.3","115","Application Data"
"5282","134.298617","197.149.58.243","192.168.88.132","TLSv1.3","85","Application Data"
"5283","134.298617","23.196.227.234","192.168.88.132","QUIC","69","Protected Payload (KP0)"
"5284","134.298682","192.168.88.132","197.149.58.243","TCP","54","56269  >  443 [ACK] Seq=3180 Ack=668 Win=64768 Len=0"
"5285","134.298999","192.168.88.132","197.149.58.243","TLSv1.3","85","Application Data"
"5286","134.301100","192.168.88.132","196.192.32.5","DNS","78","Standard query 0xe844 HTTPS edge.microsoft.com"
"5287","134.301405","192.168.88.132","196.192.32.5","DNS","78","Standard query 0x9add A edge.microsoft.com"
"5288","134.301831","192.168.88.132","150.171.27.11","TLSv1.2","212","Application Data"
"5289","134.301889","192.168.88.132","150.171.27.11","TLSv1.2","100","Application Data"
"5290","134.301931","192.168.88.132","150.171.27.11","TLSv1.2","3380","Application Data"
"5291","134.305380","197.149.58.243","192.168.88.132","TCP","1494","443  >  56269 [ACK] Seq=668 Ack=3211 Win=72576 Len=1440 [TCP PDU reassembled in 5292]"
"5292","134.305380","197.149.58.243","192.168.88.132","TLSv1.3","554","Application Data"
"5293","134.305380","197.149.58.243","192.168.88.132","TLSv1.3","87","Application Data"
"5294","134.305380","196.192.32.5","192.168.88.132","DNS","179","Standard query response 0xe844 HTTPS edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net SOA ns1.ax-msedge.net"
"5295","134.305380","196.192.32.5","192.168.88.132","DNS","178","Standard query response 0x9add A edge.microsoft.com CNAME edge-microsoft-com.ax-0002.ax-msedge.net CNAME ax-0002.ax-msedge.net A 150.171.27.11 A 150.171.28.11"
"5296","134.305503","192.168.88.132","197.149.58.243","TCP","54","56269  >  443 [ACK] Seq=3211 Ack=2641 Win=65280 Len=0"
"5297","134.309463","192.168.88.132","197.149.58.243","TCP","66","62103  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5298","134.311906","197.149.58.243","192.168.88.132","TCP","66","443  >  62103 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128"
"5299","134.312039","192.168.88.132","197.149.58.243","TCP","54","62103  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5300","134.312983","192.168.88.132","197.149.58.243","TLSv1.3","2129","Client Hello (SNI=assets.msn.com)"
"5301","134.318330","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=1 Ack=1385 Win=67072 Len=0"
"5302","134.318330","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=1 Ack=2076 Win=69888 Len=0"
"5303","134.318330","3.161.94.100","192.168.88.132","TCP","66","443  >  64280 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"5304","134.318330","197.149.58.243","192.168.88.132","TLSv1.3","318","Server Hello, Change Cipher Spec, Application Data, Application Data"
"5305","134.318533","192.168.88.132","3.161.94.100","TCP","54","64280  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5306","134.318955","192.168.88.132","197.149.58.243","TLSv1.3","134","Change Cipher Spec, Application Data"
"5307","134.319572","192.168.88.132","3.161.94.100","TLSv1.3","1973","Client Hello (SNI=sb.scorecardresearch.com)"
"5308","134.319715","192.168.88.132","197.149.58.243","TLSv1.3","146","Application Data"
"5309","134.320048","192.168.88.132","197.149.58.243","TLSv1.3","6130","Application Data"
"5310","134.322965","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=265 Ack=2156 Win=69888 Len=0"
"5311","134.322965","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=265 Ack=2248 Win=69888 Len=0"
"5312","134.324161","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=265 Ack=3632 Win=72704 Len=0"
"5313","134.324435","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=265 Ack=5016 Win=74624 Len=0"
"5314","134.324497","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=265 Ack=6400 Win=73344 Len=0"
"5315","134.324777","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=265 Ack=8324 Win=71424 Len=0"
"5316","134.325451","13.107.246.55","192.168.88.132","TCP","66","443  >  59288 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1440 SACK_PERM WS=512"
"5317","134.325556","192.168.88.132","13.107.246.55","TCP","54","59288  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5318","134.325695","197.149.58.243","192.168.88.132","TLSv1.3","365","Application Data"
"5319","134.326298","192.168.88.132","13.107.246.55","TLSv1.3","2140","Client Hello (SNI=c.msn.com)"
"5320","134.332890","197.149.58.243","192.168.88.132","TLSv1.3","115","Application Data"
"5321","134.332890","197.149.58.243","192.168.88.132","TLSv1.3","85","Application Data"
"5322","134.332967","192.168.88.132","197.149.58.243","TCP","54","62103  >  443 [ACK] Seq=8324 Ack=668 Win=64768 Len=0"
"5323","134.333193","192.168.88.132","197.149.58.243","TLSv1.3","85","Application Data"
"5324","134.347846","150.171.27.11","192.168.88.132","TCP","54","443  >  58983 [ACK] Seq=560 Ack=1753 Win=16384 Len=0"
"5325","134.348894","150.171.27.11","192.168.88.132","TLSv1.2","100","Application Data"
"5326","134.348894","150.171.27.11","192.168.88.132","TCP","60","443  >  58983 [ACK] Seq=606 Ack=3193 Win=16385 Len=0"
"5327","134.349682","150.171.27.11","192.168.88.132","TCP","54","443  >  58983 [ACK] Seq=606 Ack=5079 Win=16385 Len=0"
"5328","134.356987","3.161.94.100","192.168.88.132","TCP","54","443  >  64280 [ACK] Seq=1 Ack=1441 Win=68608 Len=0"
"5329","134.357191","3.161.94.100","192.168.88.132","TCP","54","443  >  64280 [ACK] Seq=1 Ack=1920 Win=71680 Len=0"
"5330","134.358861","3.161.94.100","192.168.88.132","TLSv1.3","1376","Server Hello, Change Cipher Spec, Application Data, Application Data"
"5331","134.359444","192.168.88.132","3.161.94.100","TLSv1.3","118","Change Cipher Spec, Application Data"
"5332","134.359622","192.168.88.132","3.161.94.100","TLSv1.3","146","Application Data"
"5333","134.359795","192.168.88.132","3.161.94.100","TLSv1.3","875","Application Data"
"5334","134.372201","13.107.246.55","192.168.88.132","TCP","54","443  >  59288 [ACK] Seq=1 Ack=1441 Win=45568 Len=0"
"5335","134.372201","13.107.246.55","192.168.88.132","TCP","54","443  >  59288 [ACK] Seq=1 Ack=2087 Win=48640 Len=0"
"5336","134.372821","13.107.246.55","192.168.88.132","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"5337","134.373208","192.168.88.132","13.107.246.55","TLSv1.3","954","Change Cipher Spec, Client Hello (SNI=c.msn.com)"
"5338","134.377806","197.149.58.243","192.168.88.132","TCP","54","443  >  62103 [ACK] Seq=668 Ack=8355 Win=74624 Len=0"
"5339","134.397022","3.161.94.100","192.168.88.132","TCP","54","443  >  64280 [ACK] Seq=1323 Ack=2076 Win=71680 Len=0"
"5340","134.397711","3.161.94.100","192.168.88.132","TLSv1.3","233","Application Data"
"5341","134.397711","3.161.94.100","192.168.88.132","TLSv1.3","125","Application Data"
"5342","134.397797","192.168.88.132","3.161.94.100","TCP","54","64280  >  443 [ACK] Seq=2897 Ack=1573 Win=65280 Len=0"
"5343","134.398052","192.168.88.132","3.161.94.100","TLSv1.3","85","Application Data"
"5344","134.399608","192.168.88.132","150.171.27.11","TCP","54","58983  >  443 [ACK] Seq=5079 Ack=606 Win=253 Len=0"
"5345","134.419896","13.107.246.55","192.168.88.132","TLSv1.3","335","Server Hello, Application Data, Application Data"
"5346","134.420467","192.168.88.132","13.107.246.55","TLSv1.3","128","Application Data"
"5347","134.420632","192.168.88.132","13.107.246.55","TLSv1.3","146","Application Data"
"5348","134.420914","192.168.88.132","13.107.246.55","TLSv1.3","5856","Application Data"
"5349","134.434802","3.161.94.100","192.168.88.132","TCP","54","443  >  64280 [ACK] Seq=1573 Ack=2897 Win=74240 Len=0"
"5350","134.448295","192.168.88.132","20.44.10.122","TCP","66","59961  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5351","134.484535","160.79.104.10","192.168.88.132","QUIC","87","Protected Payload (KP0)"
"5352","134.484535","160.79.104.10","192.168.88.132","QUIC","81","Protected Payload (KP0)"
"5353","134.484535","13.107.246.55","192.168.88.132","TLSv1.3","116","Application Data"
"5354","134.484535","13.107.246.55","192.168.88.132","TLSv1.3","85","Application Data"
"5355","134.484535","13.107.246.55","192.168.88.132","TCP","60","443  >  59288 [ACK] Seq=474 Ack=7473 Win=53760 Len=0"
"5356","134.484535","13.107.246.55","192.168.88.132","TCP","60","443  >  59288 [ACK] Seq=474 Ack=8955 Win=55808 Len=0"
"5357","134.484535","20.44.10.122","192.168.88.132","TCP","66","443  >  58959 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"5358","134.484535","3.161.94.100","192.168.88.132","TCP","54","443  >  64280 [ACK] Seq=1573 Ack=2928 Win=74240 Len=0"
"5359","134.484779","192.168.88.132","13.107.246.55","TCP","54","59288  >  443 [ACK] Seq=8955 Ack=474 Win=65024 Len=0"
"5360","134.484848","192.168.88.132","20.44.10.122","TCP","54","58959  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5361","134.485826","192.168.88.132","20.44.10.122","TLSv1.3","1982","Client Hello (SNI=browser.events.data.msn.com)"
"5362","134.486101","192.168.88.132","13.107.246.55","TLSv1.3","85","Application Data"
"5363","134.486241","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5364","134.487958","192.168.88.132","20.44.10.122","TCP","66","52343  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5365","134.488350","192.168.88.132","20.44.10.122","TCP","66","55711  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5366","134.488649","192.168.88.132","20.44.10.122","TCP","66","55066  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"5367","134.495973","192.168.88.132","160.79.104.10","QUIC","83","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5368","134.498856","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"5369","134.499150","192.168.88.132","23.196.227.234","QUIC","71","Protected Payload (KP0), DCID=081a851d4580cf31"
"5370","134.515283","160.79.104.10","192.168.88.132","QUIC","87","Protected Payload (KP0)"
"5371","134.520080","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5372","134.542791","23.196.227.234","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"5373","134.578299","3.161.94.100","192.168.88.132","TLSv1.3","501","Application Data"
"5374","134.578299","13.107.246.55","192.168.88.132","TCP","60","443  >  59288 [ACK] Seq=474 Ack=8986 Win=55808 Len=0"
"5375","134.584397","160.79.104.10","192.168.88.132","QUIC","81","Protected Payload (KP0)"
"5376","134.588361","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5377","134.588736","192.168.88.132","23.196.227.234","QUIC","1288","Protected Payload (KP0), DCID=081a851d4580cf31"
"5378","134.588794","192.168.88.132","23.196.227.234","QUIC","1292","Protected Payload (KP0), DCID=081a851d4580cf31"
"5379","134.588833","192.168.88.132","23.196.227.234","QUIC","1172","Protected Payload (KP0), DCID=081a851d4580cf31"
"5380","134.588883","192.168.88.132","23.196.227.234","QUIC","117","Protected Payload (KP0), DCID=081a851d4580cf31"
"5381","134.599567","160.79.104.10","192.168.88.132","QUIC","84","Protected Payload (KP0)"
"5382","134.607477","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5383","134.607657","192.168.88.132","23.196.227.234","QUIC","71","Protected Payload (KP0), DCID=3dd0bf0e5c80cf31"
"5384","134.631830","192.168.88.132","3.161.94.100","TCP","54","64280  >  443 [ACK] Seq=2928 Ack=2020 Win=65024 Len=0"
"5385","134.632647","192.168.88.132","146.75.73.91","TLSv1.2","86","Application Data"
"5386","134.638799","23.196.227.234","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"5387","134.638799","23.196.227.234","192.168.88.132","QUIC","74","Protected Payload (KP0)"
"5388","134.649793","192.168.88.132","196.192.32.5","DNS","71","Standard query 0x2e68 HTTPS chatgpt.com"
"5389","134.650203","192.168.88.132","196.192.32.5","DNS","71","Standard query 0xeeb5 A chatgpt.com"
"5390","134.652333","160.79.104.10","192.168.88.132","QUIC","87","Protected Payload (KP0)"
"5391","134.655912","196.192.32.5","192.168.88.132","DNS","103","Standard query response 0xeeb5 A chatgpt.com A 104.18.32.47 A 172.64.155.209"
"5392","134.656363","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5393","134.656709","196.192.32.5","192.168.88.132","DNS","132","Standard query response 0x2e68 HTTPS chatgpt.com SOA hassan.ns.cloudflare.com"
"5394","134.673162","13.107.246.55","192.168.88.132","TLSv1.3","448","Application Data"
"5395","134.673162","13.107.246.55","192.168.88.132","TLSv1.3","85","Application Data"
"5396","134.673264","192.168.88.132","13.107.246.55","TCP","54","59288  >  443 [ACK] Seq=8986 Ack=899 Win=64512 Len=0"
"5397","134.674955","192.168.88.132","23.196.227.234","QUIC","74","Protected Payload (KP0), DCID=081a851d4580cf31"
"5398","134.675172","23.196.227.234","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"5399","134.681950","160.79.104.10","192.168.88.132","QUIC","93","Protected Payload (KP0)"
"5400","134.688420","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5401","134.703817","192.168.88.132","160.79.104.10","QUIC","83","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5402","134.706833","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"5403","134.760476","160.79.104.10","192.168.88.132","QUIC","86","Protected Payload (KP0)"
"5404","134.770059","192.168.88.132","23.196.227.234","QUIC","82","Protected Payload (KP0), DCID=081a851d4580cf31"
"5405","134.770244","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=01d4d2dd2eb3bb9709d430dd25b3821e29d0c22f"
"5406","134.771241","20.44.10.122","192.168.88.132","TCP","66","443  >  55711 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"5407","134.771377","192.168.88.132","20.44.10.122","TCP","54","55711  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5408","134.771722","192.168.88.132","23.196.227.234","QUIC","237","Protected Payload (KP0), DCID=081a851d4580cf31"
"5409","134.772522","192.168.88.132","20.44.10.122","TLSv1.3","1982","Client Hello (SNI=browser.events.data.msn.com)"
"5410","134.773729","20.44.10.122","192.168.88.132","TCP","66","443  >  59961 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"5411","134.773907","192.168.88.132","20.44.10.122","TCP","54","59961  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5412","134.774629","192.168.88.132","20.44.10.122","TLSv1.3","1791","Client Hello (SNI=browser.events.data.msn.com)"
"5413","134.776185","20.44.10.122","192.168.88.132","TCP","54","443  >  58959 [ACK] Seq=1 Ack=1929 Win=4194560 Len=0"
"5414","134.776744","20.44.10.122","192.168.88.132","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"5415","134.778025","192.168.88.132","20.44.10.122","TLSv1.3","828","Change Cipher Spec, Client Hello (SNI=browser.events.data.msn.com)"
"5416","134.778382","20.44.10.122","192.168.88.132","TCP","66","443  >  52343 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"5417","134.778516","192.168.88.132","20.44.10.122","TCP","54","52343  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5418","134.779226","192.168.88.132","20.44.10.122","TLSv1.3","1823","Client Hello (SNI=browser.events.data.msn.com)"
"5419","134.787963","20.44.10.122","192.168.88.132","TCP","66","443  >  55066 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"5420","134.788090","192.168.88.132","20.44.10.122","TCP","54","55066  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"5421","134.788870","192.168.88.132","20.44.10.122","TLSv1.3","1855","Client Hello (SNI=browser.events.data.msn.com)"
"5422","134.797131","197.149.58.243","192.168.88.132","TCP","2934","443  >  62103 [ACK] Seq=668 Ack=8355 Win=74624 Len=2880 [TCP PDU reassembled in 5423]"
"5423","134.797131","197.149.58.243","192.168.88.132","TLSv1.3","278","Application Data"
"5424","134.797225","192.168.88.132","197.149.58.243","TCP","54","62103  >  443 [ACK] Seq=8355 Ack=3772 Win=65280 Len=0"
"5425","134.799852","197.149.58.243","192.168.88.132","TCP","15894","443  >  62103 [ACK] Seq=3772 Ack=8355 Win=74624 Len=15840 [TCP PDU reassembled in 5426]"
"5426","134.799852","197.149.58.243","192.168.88.132","TLSv1.3","620","Application Data"
"5427","134.799993","192.168.88.132","197.149.58.243","TCP","54","62103  >  443 [ACK] Seq=8355 Ack=20178 Win=65280 Len=0"
"5428","134.801118","197.149.58.243","192.168.88.132","TLSv1.3","15894","Application Data"
"5429","134.801118","197.149.58.243","192.168.88.132","TLSv1.3","651","Application Data"
